concert_id,concert_title,concert_popularity,concert_datime_utc,performer_id,performer_name,performer_score,performer_popularity,venue_name,venue_city,venue_state,venue_postal_code,venue_address,listing_count,average_price,lowest_price_good_deals,lowest_price,highest_price,visible_listing_count,median_price,lowest_sg_base_price,lowest_sg_base_price_good_deals,concert_score,announce_date,created_at,extraction_time
6113527,Luis Miguel,0.705,2024-05-30T01:00:00,1162,Luis Miguel,0.71,0,Allstate Arena,Rosemont,IL,60018,6920 N. Mannheim Rd.,940.0,356.0,138.0,138.0,3947.0,720.0,281.0,97.0,97.0,0.369,2023-08-10T00:00:00,2023-08-10T18:54:30,2023-10-20 05:25:52.033896
6111332,Luis Miguel,0.746,2024-05-31T01:00:00,1162,Luis Miguel,0.71,0,Allstate Arena,Rosemont,IL,60018,6920 N. Mannheim Rd.,1205.0,376.0,112.0,112.0,3159.0,929.0,281.0,78.0,78.0,0.46,2023-08-07T00:00:00,2023-08-07T17:53:50,2023-10-20 05:25:52.033896
6112263,Luis Miguel,0.785,2024-06-02T00:00:00,1162,Luis Miguel,0.71,0,Barclays Center,Brooklyn,NY,11217,620 Atlantic Avenue,2234.0,322.0,92.0,92.0,5990.0,1720.0,272.0,63.0,63.0,0.548,2023-08-08T00:00:00,2023-08-08T19:23:52,2023-10-20 05:25:52.033896
6111334,Luis Miguel,0.737,2024-06-02T23:00:00,1162,Luis Miguel,0.71,0,Mohegan Sun Arena,Uncasville,CT,06382,1 Mohegan Sun Blvd,985.0,393.0,83.0,83.0,4910.0,794.0,295.0,56.0,56.0,0.441,2023-08-07T00:00:00,2023-08-07T17:54:25,2023-10-20 05:25:52.033896
6111336,Luis Miguel,0.753,2024-06-06T00:00:00,1162,Luis Miguel,0.71,0,Amway Center,Orlando,FL,32805,400 West Church Street,1774.0,343.0,92.0,92.0,3383.0,1525.0,272.0,64.0,64.0,0.476,2023-08-07T00:00:00,2023-08-07T17:54:51,2023-10-20 05:25:52.033896
6095379,Luis Miguel Tour 2024,0.839,2024-06-07T00:00:00,1162,Luis Miguel,0.71,0,Amerant Bank Arena,Sunrise,FL,33323,1 Panther Pkwy,623.0,242.0,,91.0,1388.0,623.0,209.0,91.0,,0.669,2023-07-21T00:00:00,2023-07-21T15:27:11,2023-10-20 05:25:52.033896
6111338,Luis Miguel,0.757,2024-06-09T00:00:00,1162,Luis Miguel,0.71,0,Kaseya Center,Miami,FL,33132,601 Biscayne Boulevard,1867.0,403.0,95.0,95.0,3081.0,1571.0,339.0,65.0,65.0,0.486,2023-08-07T00:00:00,2023-08-07T17:55:46,2023-10-20 05:25:52.033896
6113809,Luis Miguel,0.742,2024-06-10T00:00:00,1162,Luis Miguel,0.71,0,Kaseya Center,Miami,FL,33132,601 Biscayne Boulevard,1592.0,337.0,111.0,111.0,3071.0,1365.0,295.0,78.0,78.0,0.451,2023-08-10T00:00:00,2023-08-10T20:55:03,2023-10-20 05:25:52.033896
6111340,Luis Miguel,0.75,2024-06-13T01:00:00,1162,Luis Miguel,0.71,0,Smoothie King Center,New Orleans,LA,70113,1501 Dave Dixon Drive,735.0,352.0,95.0,95.0,4285.0,667.0,306.0,65.0,65.0,0.47,2023-08-07T00:00:00,2023-08-07T17:56:09,2023-10-20 05:25:52.033896
6111342,Luis Miguel,0.767,2024-06-15T01:00:00,1162,Luis Miguel,0.71,0,Bridgestone Arena,Nashville,TN,37203,501 Broadway,1505.0,325.0,60.0,60.0,2040.0,1264.0,251.0,39.0,39.0,0.508,2023-08-07T00:00:00,2023-08-07T17:56:32,2023-10-20 05:25:52.033896
6111344,Luis Miguel,0.752,2024-06-16T23:00:00,1162,Luis Miguel,0.71,0,Greensboro Coliseum Complex,Greensboro,NC,27403,1921 West Lee Street,1526.0,274.0,49.0,49.0,2998.0,1323.0,209.0,31.0,31.0,0.474,2023-08-07T00:00:00,2023-08-07T17:57:03,2023-10-20 05:25:52.033896
6168861,Fall Out Boy with Jimmy Eat World,0.803,2024-02-29T02:30:00,81,Fall Out Boy,0.67,0,Moda Center,Portland,OR,97227,1 Center Court,960.0,221.0,80.0,80.0,3164.0,845.0,165.0,54.0,54.0,0.589,2023-09-07T00:00:00,2023-09-07T15:09:15,2023-10-20 05:25:52.033896
6168866,Fall Out Boy with Jimmy Eat World,0.822,2024-03-02T02:30:00,81,Fall Out Boy,0.67,0,Climate Pledge Arena,Seattle,WA,98109,401 1st Ave.,488.0,395.0,95.0,95.0,5925.0,419.0,344.0,65.0,65.0,0.631,2023-09-07T00:00:00,2023-09-07T15:09:47,2023-10-20 05:25:52.033896
6168870,Fall Out Boy with Jimmy Eat World,0.79,2024-03-04T02:30:00,81,Fall Out Boy,0.67,0,Golden 1 Center,Sacramento,CA,95814,500 David J Stern Walk,809.0,250.0,75.0,75.0,2155.0,663.0,179.0,51.0,51.0,0.558,2023-09-07T00:00:00,2023-09-07T15:10:24,2023-10-20 05:25:52.033896
6168872,Fall Out Boy with Jimmy Eat World,0.816,2024-03-05T02:30:00,81,Fall Out Boy,0.67,0,Honda Center,Anaheim,CA,92806,2695 E Katella Ave,787.0,292.0,100.0,100.0,1985.0,648.0,212.0,69.0,69.0,0.618,2023-09-07T00:00:00,2023-09-07T15:11:03,2023-10-20 05:25:52.033896
6168875,Fall Out Boy with Jimmy Eat World,0.802,2024-03-08T00:30:00,81,Fall Out Boy,0.67,0,Dickies Arena,Fort Worth,TX,76107,1911 Montgomery Street,1102.0,321.0,74.0,74.0,10645.0,836.0,220.0,50.0,50.0,0.585,2023-09-07T00:00:00,2023-09-07T15:11:44,2023-10-20 05:25:52.033896
6168879,Fall Out Boy with Jimmy Eat World,0.812,2024-03-09T00:30:00,81,Fall Out Boy,0.67,0,Moody Center ATX,Austin,TX,78712,2001 Robert Dedman Drive,882.0,338.0,99.0,99.0,2996.0,676.0,273.0,68.0,68.0,0.609,2023-09-07T00:00:00,2023-09-07T15:12:22,2023-10-20 05:25:52.033896
6168883,Fall Out Boy with Jimmy Eat World,0.777,2024-03-12T00:00:00,81,Fall Out Boy,0.67,0,Paycom Center,Oklahoma City,OK,73102,100 West Reno Avenue,1390.0,229.0,66.0,66.0,2014.0,1119.0,179.0,44.0,44.0,0.53,2023-09-07T00:00:00,2023-09-07T15:12:53,2023-10-20 05:25:52.033896
6168889,Fall Out Boy with Jimmy Eat World,0.759,2024-03-13T23:30:00,81,Fall Out Boy,0.67,0,Legacy Arena at The BJCC,Birmingham,AL,35203,2100 Richard Arrington Jr. Blvd,922.0,210.0,61.0,61.0,1505.0,836.0,157.0,40.0,40.0,0.49,2023-09-07T00:00:00,2023-09-07T15:13:41,2023-10-20 05:25:52.033896
6168891,Fall Out Boy with Jimmy Eat World,0.786,2024-03-15T22:30:00,81,Fall Out Boy,0.67,0,Amway Center,Orlando,FL,32805,400 West Church Street,1026.0,270.0,81.0,81.0,2583.0,777.0,172.0,55.0,55.0,0.55,2023-09-07T00:00:00,2023-09-07T15:14:21,2023-10-20 05:25:52.033896
6168895,Fall Out Boy with Jimmy Eat World,0.789,2024-03-16T22:30:00,81,Fall Out Boy,0.67,0,VyStar Veterans Memorial Arena,Jacksonville,FL,32202,300 A. Philip Randolph Blvd.,1355.0,240.0,76.0,76.0,2022.0,1027.0,177.0,52.0,52.0,0.557,2023-09-07T00:00:00,2023-09-07T15:14:58,2023-10-20 05:25:52.033896
6168903,Fall Out Boy with Jimmy Eat World,0.78,2024-03-19T22:30:00,81,Fall Out Boy,0.67,0,PNC Arena,Raleigh,NC,27607,1400 Edwards Mill Road,1265.0,240.0,72.0,72.0,10151.0,998.0,171.0,48.0,48.0,0.538,2023-09-07T00:00:00,2023-09-07T15:15:27,2023-10-20 05:25:52.033896
6168911,Fall Out Boy with Jimmy Eat World,0.798,2024-03-20T22:30:00,81,Fall Out Boy,0.67,0,CFG Bank Arena,Baltimore,MD,21201,201 West Baltimore St.,1017.0,254.0,88.0,88.0,2746.0,831.0,202.0,60.0,60.0,0.578,2023-09-07T00:00:00,2023-09-07T15:16:00,2023-10-20 05:25:52.033896
6168923,Fall Out Boy with Jimmy Eat World,0.835,2024-03-22T22:30:00,81,Fall Out Boy,0.67,0,Madison Square Garden,New York,NY,10001,4 Pennsylvania Plaza,409.0,559.0,213.0,213.0,7107.0,330.0,434.0,154.0,154.0,0.66,2023-09-07T00:00:00,2023-09-07T15:17:09,2023-10-20 05:25:52.033896
6168929,Fall Out Boy with Jimmy Eat World,0.78,2024-03-24T22:30:00,81,Fall Out Boy,0.67,0,MVP Arena,Albany,NY,12207,51 South Pearl Street,441.0,276.0,82.0,82.0,1488.0,337.0,200.0,56.0,56.0,0.536,2023-09-07T00:00:00,2023-09-07T15:17:35,2023-10-20 05:25:52.033896
6168937,Fall Out Boy with Jimmy Eat World,0.788,2024-03-26T22:30:00,81,Fall Out Boy,0.67,0,Van Andel Arena,Grand Rapids,MI,49503,130 Fulton West,662.0,302.0,84.0,84.0,11561.0,518.0,193.0,57.0,57.0,0.555,2023-09-07T00:00:00,2023-09-07T15:18:01,2023-10-20 05:25:52.033896
6168975,Fall Out Boy with Jimmy Eat World,0.81,2024-03-27T22:30:00,81,Fall Out Boy,0.67,0,PPG Paints Arena,Pittsburgh,PA,15219,1001 Fifth Avenue,1128.0,260.0,86.0,86.0,1871.0,893.0,202.0,59.0,59.0,0.585,2023-09-07T00:00:00,2023-09-07T15:21:52,2023-10-20 05:25:52.033896
6168987,Fall Out Boy with Jimmy Eat World,0.79,2024-03-29T22:30:00,81,Fall Out Boy,0.67,0,Value City Arena at Schottenstein Center,Columbus,OH,43210,555 Borror Drive,1127.0,246.0,82.0,82.0,1727.0,912.0,180.0,56.0,56.0,0.56,2023-09-07T00:00:00,2023-09-07T15:22:41,2023-10-20 05:25:52.033896
6168995,Fall Out Boy with Jimmy Eat World,0.785,2024-03-30T22:30:00,81,Fall Out Boy,0.67,0,Rupp Arena,Lexington,KY,40507,430 West Vine St.,1310.0,206.0,62.0,62.0,2861.0,1047.0,165.0,41.0,41.0,0.548,2023-09-07T00:00:00,2023-09-07T15:23:19,2023-10-20 05:25:52.033896
6168999,Fall Out Boy with Jimmy Eat World,0.789,2024-03-31T23:30:00,81,Fall Out Boy,0.67,0,Bridgestone Arena,Nashville,TN,37203,501 Broadway,1226.0,235.0,76.0,76.0,2367.0,964.0,167.0,52.0,52.0,0.557,2023-09-07T00:00:00,2023-09-07T15:23:45,2023-10-20 05:25:52.033896
6169003,Fall Out Boy with Jimmy Eat World,0.756,2024-04-02T23:30:00,81,Fall Out Boy,0.67,0,Fiserv Forum,Milwaukee,WI,53203,901 Vel R. Phillips Ave,796.0,299.0,78.0,78.0,3288.0,624.0,203.0,53.0,53.0,0.484,2023-09-07T00:00:00,2023-09-07T15:24:06,2023-10-20 05:25:52.033896
6169019,Fall Out Boy with Jimmy Eat World,0.77,2024-04-03T23:30:00,81,Fall Out Boy,0.67,0,Wells Fargo Arena,Des Moines,IA,50309,233 Center St,403.0,242.0,70.0,70.0,6054.0,376.0,170.0,47.0,47.0,0.514,2023-09-07T00:00:00,2023-09-07T15:25:20,2023-10-20 05:25:52.033896
6169025,Fall Out Boy with Jimmy Eat World,0.778,2024-04-05T23:30:00,81,Fall Out Boy,0.67,0,CHI Health Center Omaha,Omaha,NE,68102,455 N. 10th Street,1218.0,211.0,73.0,73.0,1454.0,961.0,159.0,49.0,49.0,0.532,2023-09-07T00:00:00,2023-09-07T15:25:46,2023-10-20 05:25:52.033896
6169027,Fall Out Boy with Jimmy Eat World,0.788,2024-04-06T23:30:00,81,Fall Out Boy,0.67,0,Target Center,Minneapolis,MN,55403,600 First Avenue North,1214.0,227.0,68.0,68.0,2517.0,999.0,155.0,45.0,45.0,0.556,2023-09-07T00:00:00,2023-09-07T15:26:06,2023-10-20 05:25:52.033896
6038131,TV Girl,0.712,2023-12-01T02:30:00,17098,TV Girl,0.61,0,Alex Madonna Expo Center,San Luis Obispo,CA,93405,100 Madonna Rd,4.0,351.0,,339.0,372.0,3.0,344.0,248.0,,0.388,2023-05-28T00:00:00,2023-05-28T15:10:11,2023-10-20 05:27:28.772165
5925644,Madonna,0.813,2023-12-14T01:30:00,1173,Madonna,0.68,0,Barclays Center,Brooklyn,NY,11217,620 Atlantic Avenue,1124.0,484.0,100.0,100.0,6875.0,842.0,350.0,69.0,69.0,0.614,2023-01-27T00:00:00,2023-01-27T19:39:28,2023-10-20 05:27:28.772165
5925625,Madonna,0.808,2023-12-15T01:30:00,1173,Madonna,0.68,0,Barclays Center,Brooklyn,NY,11217,620 Atlantic Avenue,1125.0,533.0,108.0,108.0,15678.0,844.0,333.0,75.0,75.0,0.603,2023-01-27T00:00:00,2023-01-27T16:20:27,2023-10-20 05:27:28.772165
6117476, Madonna,0.807,2023-12-17T01:30:00,1173,Madonna,0.68,0,Barclays Center,Brooklyn,NY,11217,620 Atlantic Avenue,640.0,891.0,134.0,134.0,14572.0,500.0,601.0,95.0,95.0,0.599,2023-08-15T00:00:00,2023-08-15T19:39:20,2023-10-20 05:27:28.772165
5981312,Madonna,0.791,2023-12-19T01:30:00,1173,Madonna,0.68,0,Capital One Arena,Washington,DC,20004,601 F Street Northwest,903.0,496.0,119.0,119.0,9581.0,665.0,351.0,84.0,84.0,0.563,2023-03-27T00:00:00,2023-03-27T16:09:50,2023-10-20 05:27:28.772165
5915089,Madonna (Rescheduled from 9/2/2023),0.8,2023-12-20T01:30:00,1173,Madonna,0.68,0,Capital One Arena,Washington,DC,20004,601 F Street Northwest,911.0,2313.0,101.0,101.0,214749.0,778.0,390.0,70.0,70.0,0.585,2023-01-17T00:00:00,2023-01-17T15:30:10,2023-10-20 05:27:28.772165
5915087,Madonna (Rescheduled from 8/30/2023),0.783,2024-01-09T01:30:00,1173,Madonna,0.68,0,TD Garden,Boston,MA,02114,100 Legends Way,657.0,3082.0,124.0,124.0,214749.0,538.0,497.0,88.0,88.0,0.544,2023-01-17T00:00:00,2023-01-17T15:29:28,2023-10-20 05:27:28.772165
5920471,Madonna (Rescheduled from 8/31/2023),0.785,2024-01-10T01:30:00,1173,Madonna,0.68,0,TD Garden,Boston,MA,02114,100 Legends Way,837.0,700.0,117.0,117.0,14599.0,642.0,475.0,82.0,82.0,0.549,2023-01-19T00:00:00,2023-01-19T22:30:23,2023-10-20 05:27:28.772165
5915111,Madonna (Rescheduled from 8/13/2023),0.744,2024-01-12T01:30:00,1173,Madonna,0.68,0,Scotiabank Arena,Toronto,ON,M5J 2X2,40 Bay Street,589.0,886.0,149.0,149.0,8592.0,499.0,669.0,106.0,106.0,0.457,2023-01-17T00:00:00,2023-01-17T15:42:32,2023-10-20 05:27:28.772165
5920539,Madonna (Rescheduled from 8/14/2023),0.771,2024-01-13T01:30:00,1173,Madonna,0.68,0,Scotiabank Arena,Toronto,ON,M5J 2X2,40 Bay Street,608.0,859.0,138.0,138.0,5841.0,524.0,671.0,98.0,98.0,0.517,2023-01-20T00:00:00,2023-01-20T15:35:53,2023-10-20 05:27:28.772165
5915076,Madonna (Rescheduled from 8/5/2023),0.801,2024-01-16T01:30:00,1173,Madonna,0.68,0,Little Caesars Arena,Detroit,MI,48201,66 Sibley St,489.0,605.0,133.0,133.0,4894.0,464.0,312.0,94.0,94.0,0.586,2023-01-17T00:00:00,2023-01-17T15:27:03,2023-10-20 05:27:28.772165
5915113,Madonna (Rescheduled from 8/19/2023),0.716,2024-01-19T01:30:00,1173,Madonna,0.68,0,Centre Bell,Montreal,QC,H3C 5L2,1909 Avenue des Canadiens-de-Montreal,718.0,489.0,79.0,79.0,8847.0,627.0,338.0,54.0,54.0,0.394,2023-01-17T00:00:00,2023-01-17T15:43:04,2023-10-20 05:27:28.772165
5920541,Madonna (Rescheduled from 8/20/2023),0.723,2024-01-21T01:30:00,1173,Madonna,0.68,0,Centre Bell,Montreal,QC,H3C 5L2,1909 Avenue des Canadiens-de-Montreal,539.0,571.0,74.0,74.0,10812.0,454.0,352.0,49.0,49.0,0.411,2023-01-20T00:00:00,2023-01-20T15:37:36,2023-10-20 05:27:28.772165
5915083,Madonna (Rescheduled from 8/23/2023),0.785,2024-01-23T01:30:00,1173,Madonna,0.68,0,Madison Square Garden,New York,NY,10001,4 Pennsylvania Plaza,454.0,4507.0,169.0,169.0,214749.0,407.0,573.0,121.0,121.0,0.549,2023-01-17T00:00:00,2023-01-17T15:27:41,2023-10-20 05:27:28.772165
5915085,Madonna (Rescheduled from 8/24/2023),0.799,2024-01-24T01:30:00,1173,Madonna,0.68,0,Madison Square Garden,New York,NY,10001,4 Pennsylvania Plaza,671.0,2586.0,162.0,162.0,214749.0,557.0,458.0,116.0,116.0,0.579,2023-01-17T00:00:00,2023-01-17T15:27:47,2023-10-20 05:27:28.772165
5981314,Madonna (Rescheduled from 12/20/2023),0.808,2024-01-26T01:30:00,1173,Madonna,0.68,0,Wells Fargo Center,Philadelphia,PA,19148,3601 South Broad Street,305.0,418.0,139.0,139.0,2243.0,265.0,368.0,99.0,99.0,0.601,2023-03-27T00:00:00,2023-03-27T16:10:08,2023-10-20 05:27:28.772165
6135621,Madonna,0.677,2024-01-28T03:00:00,1173,Madonna,0.68,0,Palacio De Los Deportes - Iztacalco,Iztacalco,,08400,Av Viaducto Rio de la Piedad y Rio Churubusco S/N,,,,,,,,,,0.308,2023-08-19T00:00:00,2023-08-19T11:57:59,2023-10-20 05:27:28.772165
6135618,Madonna,0.674,2024-01-29T03:00:00,1173,Madonna,0.68,0,Palacio De Los Deportes - Iztacalco,Iztacalco,,08400,Av Viaducto Rio de la Piedad y Rio Churubusco S/N,,,,,,,,,,0.302,2023-08-19T00:00:00,2023-08-19T11:57:59,2023-10-20 05:27:28.772165
5920469,Madonna (Rescheduled from 8/26/2023),0.803,2024-01-30T01:30:00,1173,Madonna,0.68,0,Madison Square Garden,New York,NY,10001,4 Pennsylvania Plaza,912.0,896.0,178.0,178.0,8893.0,698.0,572.0,128.0,128.0,0.589,2023-01-19T00:00:00,2023-01-19T22:30:05,2023-10-20 05:27:28.772165
5915081,Madonna (Rescheduled from 8/9/2023),0.776,2024-02-02T02:30:00,1173,Madonna,0.68,0,United Center,Chicago,IL,60612,1901 West Madison Street,741.0,583.0,98.0,98.0,18391.0,600.0,375.0,68.0,68.0,0.529,2023-01-17T00:00:00,2023-01-17T15:27:26,2023-10-20 05:27:28.772165
5920467,Madonna (Rescheduled from 8/10/2023),0.799,2024-02-03T02:30:00,1173,Madonna,0.68,0,United Center,Chicago,IL,60612,1901 West Madison Street,766.0,753.0,108.0,108.0,20287.0,629.0,531.0,75.0,75.0,0.58,2023-01-19T00:00:00,2023-01-19T22:29:47,2023-10-20 05:27:28.772165
5915079,Madonna (Rescheduled from 8/7/2023),0.778,2024-02-06T01:30:00,1173,Madonna,0.68,0,PPG Paints Arena,Pittsburgh,PA,15219,1001 Fifth Avenue,630.0,622.0,95.0,95.0,9717.0,532.0,383.0,65.0,65.0,0.533,2023-01-17T00:00:00,2023-01-17T15:27:15,2023-10-20 05:27:28.772165
5878503,MADONNA,0.869,2024-02-09T01:30:00,1173,Madonna,0.68,0,Rocket Mortgage FieldHouse,Cleveland,OH,44115,1 Center Court,719.0,316.0,,75.0,4628.0,719.0,247.0,58.0,,0.737,2022-11-21T00:00:00,2022-11-21T16:04:19,2023-10-20 05:27:28.772165
5915075,Madonna (Rescheduled from 7/30/2023),0.779,2024-02-14T02:30:00,1173,Madonna,0.68,0,Xcel Energy Center,Saint Paul,MN,55102,199 West Kellogg Boulevard,676.0,617.0,95.0,95.0,13745.0,534.0,369.0,65.0,65.0,0.536,2023-01-17T00:00:00,2023-01-17T15:26:53,2023-10-20 05:27:28.772165
5915065,Madonna (Rescheduled from 7/18/2023),0.792,2024-02-18T04:30:00,1173,Madonna,0.68,0,Climate Pledge Arena,Seattle,WA,98109,401 1st Ave.,407.0,486.0,108.0,108.0,3341.0,355.0,378.0,75.0,75.0,0.566,2023-01-17T00:00:00,2023-01-17T15:23:20,2023-10-20 05:27:28.772165
5920537,Madonna (Rescheduled from 7/19/2023),0.751,2024-02-19T04:30:00,1173,Madonna,0.68,0,Climate Pledge Arena,Seattle,WA,98109,401 1st Ave.,489.0,412.0,98.0,98.0,3110.0,426.0,330.0,68.0,68.0,0.474,2023-01-20T00:00:00,2023-01-20T15:33:35,2023-10-20 05:27:28.772165
5915109,Madonna (Rescheduled from 7/15/2023),0.735,2024-02-22T04:30:00,1173,Madonna,0.68,0,Rogers Arena,Vancouver,BC,V6B 6G1,800 Griffiths Way,503.0,3788.0,115.0,115.0,214749.0,417.0,436.0,80.0,80.0,0.437,2023-01-17T00:00:00,2023-01-17T15:42:20,2023-10-20 05:27:28.772165
5981320,Madonna (Rescheduled from 1/13/2024),0.777,2024-02-25T04:30:00,1173,Madonna,0.68,0,Golden 1 Center,Sacramento,CA,95814,500 David J Stern Walk,580.0,773.0,182.0,182.0,4074.0,467.0,646.0,130.0,130.0,0.531,2023-03-27T00:00:00,2023-03-27T16:11:13,2023-10-20 05:27:28.772165
5915105,Madonna (Rescheduled from 10/4/2023),0.751,2024-02-28T04:30:00,1173,Madonna,0.68,0,Chase Center,San Francisco,CA,94158,300 16th Street,663.0,903.0,153.0,153.0,10670.0,544.0,663.0,109.0,109.0,0.473,2023-01-17T00:00:00,2023-01-17T15:40:43,2023-10-20 05:27:28.772165
5920484,Madonna (Rescheduled from 10/5/2023),0.769,2024-02-29T04:30:00,1173,Madonna,0.68,0,Chase Center,San Francisco,CA,94158,300 16th Street,753.0,829.0,172.0,172.0,8925.0,608.0,615.0,123.0,123.0,0.512,2023-01-19T00:00:00,2023-01-19T22:32:11,2023-10-20 05:27:28.772165
5915107,Madonna (Rescheduled from 10/7/2023),0.798,2024-03-02T04:30:00,1173,Madonna,0.68,0,T-Mobile Arena,Las Vegas,NV,89158,3780 Las Vegas Boulevard,320.0,734.0,153.0,153.0,9485.0,292.0,371.0,109.0,109.0,0.577,2023-01-17T00:00:00,2023-01-17T15:42:04,2023-10-20 05:27:28.772165
5920486,Madonna (Rescheduled from 10/8/2023),0.79,2024-03-03T04:30:00,1173,Madonna,0.68,0,T-Mobile Arena,Las Vegas,NV,89158,3780 Las Vegas Boulevard,392.0,655.0,132.0,132.0,5022.0,353.0,394.0,93.0,93.0,0.558,2023-01-19T00:00:00,2023-01-19T22:32:28,2023-10-20 05:27:28.772165
6117478,Madonna,0.802,2024-03-05T04:30:00,1173,Madonna,0.68,0,Kia Forum,Inglewood,CA,90305,3900 W Manchester Blvd.,1209.0,515.0,107.0,107.0,13889.0,1036.0,342.0,74.0,74.0,0.587,2023-08-15T00:00:00,2023-08-15T19:41:19,2023-10-20 05:27:28.772165
6117480,Madonna,0.78,2024-03-06T04:30:00,1173,Madonna,0.68,0,Kia Forum,Inglewood,CA,90305,3900 W Manchester Blvd.,1109.0,587.0,94.0,94.0,10306.0,1033.0,342.0,66.0,66.0,0.538,2023-08-15T00:00:00,2023-08-15T19:41:26,2023-10-20 05:27:28.772165
6117482,Madonna,0.794,2024-03-08T04:30:00,1173,Madonna,0.68,0,Kia Forum,Inglewood,CA,90305,3900 W Manchester Blvd.,1327.0,573.0,113.0,113.0,11344.0,1113.0,342.0,79.0,79.0,0.569,2023-08-15T00:00:00,2023-08-15T19:41:37,2023-10-20 05:27:28.772165
6117484,Madonna,0.835,2024-03-10T04:30:00,1173,Madonna,0.68,0,Kia Forum,Inglewood,CA,90305,3900 W Manchester Blvd.,739.0,1000.0,164.0,164.0,15466.0,645.0,487.0,117.0,117.0,0.66,2023-08-15T00:00:00,2023-08-15T19:42:00,2023-10-20 05:27:28.772165
6117486,Madonna,0.771,2024-03-12T03:30:00,1173,Madonna,0.68,0,Kia Forum,Inglewood,CA,90305,3900 W Manchester Blvd.,1420.0,586.0,96.0,96.0,13737.0,1190.0,335.0,66.0,66.0,0.518,2023-08-15T00:00:00,2023-08-15T19:42:11,2023-10-20 05:27:28.772165
5981318,Madonna (Rescheduled from 1/11/2024),0.781,2024-03-14T03:30:00,1173,Madonna,0.68,0,Acrisure Arena,Thousand Palms,CA,92276,75702 Varner Road,307.0,1045.0,435.0,435.0,5239.0,248.0,781.0,320.0,320.0,0.539,2023-03-27T00:00:00,2023-03-27T16:10:58,2023-10-20 05:27:28.772165
5915067,Madonna (Rescheduled from 7/22/2023),0.81,2024-03-17T03:30:00,1173,Madonna,0.68,0,Footprint Center,Phoenix,AZ,85004,201 East Jefferson Street,562.0,723.0,116.0,116.0,10470.0,487.0,486.0,81.0,81.0,0.604,2023-01-17T00:00:00,2023-01-17T15:23:58,2023-10-20 05:27:28.772165
5915072,Madonna (Rescheduled from 7/25/2023),0.8,2024-03-20T02:30:00,1173,Madonna,0.68,0,Ball Arena,Denver,CO,80204,1000 Chopper Circle,721.0,635.0,100.0,100.0,16647.0,574.0,403.0,69.0,69.0,0.582,2023-01-17T00:00:00,2023-01-17T15:26:30,2023-10-20 05:27:28.772165
5915099,Madonna (Rescheduled from 9/18/2023),0.775,2024-03-25T01:30:00,1173,Madonna,0.68,0,American Airlines Center,Dallas,TX,75219,2500 Victory Avenue,744.0,497.0,96.0,96.0,12829.0,603.0,299.0,66.0,66.0,0.526,2023-01-17T00:00:00,2023-01-17T15:34:21,2023-10-20 05:27:28.772165
5920478,Madonna (Rescheduled from 9/19/2023),0.775,2024-03-26T01:30:00,1173,Madonna,0.68,0,American Airlines Center,Dallas,TX,75219,2500 Victory Avenue,873.0,527.0,92.0,92.0,8667.0,643.0,354.0,63.0,63.0,0.526,2023-01-19T00:00:00,2023-01-19T22:31:21,2023-10-20 05:27:28.772165
5915097,Madonna (Rescheduled from 9/13/2023),0.776,2024-03-29T01:30:00,1173,Madonna,0.68,0,Toyota Center,Houston,TX,77002,1510 Polk Street,409.0,3432.0,119.0,119.0,214749.0,366.0,329.0,83.0,83.0,0.529,2023-01-17T00:00:00,2023-01-17T15:34:09,2023-10-20 05:27:28.772165
5920475,Madonna (Rescheduled from 9/14/2023),0.757,2024-03-30T01:30:00,1173,Madonna,0.68,0,Toyota Center,Houston,TX,77002,1510 Polk Street,114.0,1033.0,144.0,144.0,8479.0,106.0,676.0,101.0,101.0,0.487,2023-01-19T00:00:00,2023-01-19T22:30:55,2023-10-20 05:27:28.772165
5915091,Madonna (Rescheduled from 9/5/2023),0.785,2024-04-02T00:30:00,1173,Madonna,0.68,0,State Farm Arena,Atlanta,GA,30303,1 Philips Drive,536.0,2894.0,132.0,132.0,214749.0,474.0,388.0,93.0,93.0,0.548,2023-01-17T00:00:00,2023-01-17T15:33:27,2023-10-20 05:27:28.772165
5915093,Madonna (Rescheduled from 9/7/2023),0.791,2024-04-05T00:30:00,1173,Madonna,0.68,0,Amalie Arena,Tampa,FL,33602,401 Channelside Drive,682.0,1231.0,201.0,201.0,17199.0,583.0,816.0,145.0,145.0,0.563,2023-01-17T00:00:00,2023-01-17T15:33:39,2023-10-20 05:27:28.772165
5915095,Madonna (Rescheduled from 9/9/2023),0.786,2024-04-07T00:30:00,1173,Madonna,0.68,0,Kaseya Center,Miami,FL,33132,601 Biscayne Boulevard,539.0,1107.0,153.0,153.0,20178.0,510.0,690.0,109.0,109.0,0.551,2023-01-17T00:00:00,2023-01-17T15:33:52,2023-10-20 05:27:28.772165
5920473,Madonna (Rescheduled from 9/10/2023),0.751,2024-04-08T00:30:00,1173,Madonna,0.68,0,Kaseya Center,Miami,FL,33132,601 Biscayne Boulevard,705.0,912.0,114.0,114.0,12770.0,586.0,499.0,80.0,80.0,0.471,2023-01-19T00:00:00,2023-01-19T22:30:41,2023-10-20 05:27:28.772165
